question_id,topic,question_text,choice_A,choice_B,choice_C,choice_D,choice_E,choice_F,answer,question_type,nb_choices,nb_comments,url,page,explanation
206,1,"You have a network of 1000 sensors. The sensors generate time series data: one metric per sensor per second, along with a timestamp. You already have 1 TB of data, and expect the data to grow by 1 GB every day. You need to access this data in two ways. The first access pattern requires retrieving the metric from one specific sensor stored at a specific timestamp, with a median single-digit millisecond latency. The second access pattern requires running complex analytic queries on the data, including joins, once a day. How should you store this data?","Store your data in BigQuery. Concatenate the sensor ID and timestamp, and use it as the primary key.",Store your data in Bigtable. Concatenate the sensor ID and timestamp and use it as the row key. Perform an export to BigQuery every day.,"Store your data in Bigtable. Concatenate the sensor ID and metric, and use it as the row key. Perform an export to BigQuery every day.",Store your data in BigQuery. Use the metric as a primary key.,,,B,single,4,7,https://www.examtopics.com/discussions/google/view/130273-exam-professional-data-engineer-topic-1-question-284/,42,"The correct answer is B because Bigtable is optimized for low-latency, high-throughput workloads, making it suitable for retrieving data with single-digit millisecond latency, especially when using a well-designed row key. By concatenating the sensor ID and timestamp as the row key, you can efficiently access specific sensor data at a specific timestamp. BigQuery, on the other hand, is designed for complex analytic queries and can handle large-scale data processing, making it ideal for the daily complex analytic queries. Exporting data from Bigtable to BigQuery daily allows you to leverage both systems' strengths: Bigtable for fast, specific data retrieval and BigQuery for complex analytics. Choices A and D are not suitable because BigQuery is not optimized for low-latency, single-record lookups, and using the metric as a primary key would not provide efficient access patterns."
207,1,"You have 100 GB of data stored in a BigQuery table. This data is outdated and will only be accessed one or two times a year for analytics with SQL. For backup purposes, you want to store this data to be immutable for 3 years. You want to minimize storage costs. What should you do?",1. Create a BigQuery table clone.,1. Create a BigQuery table snapshot.,1. Perform a BigQuery export to a Cloud Storage bucket with archive storage class.,1. Perform a BigQuery export to a Cloud Storage bucket with archive storage class.,,,D,single,4,6,https://www.examtopics.com/discussions/google/view/130511-exam-professional-data-engineer-topic-1-question-285/,42,"The correct answer is C. Performing a BigQuery export to a Cloud Storage bucket with the archive storage class is the best approach for minimizing storage costs while ensuring immutability for 3 years. Archive storage is the most cost-effective option for data that is accessed infrequently, such as once or twice a year, and it supports long-term storage with lower costs compared to other storage classes. Unlike BigQuery table clones or snapshots, which are designed for short-term data management and do not offer the same cost benefits for long-term storage, exporting to Cloud Storage allows for more economical and secure data retention. Additionally, Cloud Storage's archive class is specifically designed for data that needs to be retained for extended periods, making it ideal for backup purposes."
208,1,You have thousands of Apache Spark jobs running in your on-premises Apache Hadoop cluster. You want to migrate the jobs to Google Cloud. You want to use managed services to run your jobs instead of maintaining a long-lived Hadoop cluster yourself. You have a tight timeline and want to keep code changes to a minimum. What should you do?,Move your data to BigQuery. Convert your Spark scripts to a SQL-based processing approach.,Rewrite your jobs in Apache Beam. Run your jobs in Dataflow.,Copy your data to Compute Engine disks. Manage and run your jobs directly on those instances.,Move your data to Cloud Storage. Run your jobs on Dataproc.,,,D,single,4,9,https://www.examtopics.com/discussions/google/view/130287-exam-professional-data-engineer-topic-1-question-286/,42,"The correct choice is D because Google Cloud Dataproc is a managed service specifically designed to run Apache Spark and Hadoop jobs with minimal changes to existing code. By moving your data to Cloud Storage, you can leverage Dataproc's compatibility with existing Spark jobs, allowing you to migrate your workloads quickly without significant code modifications. This approach aligns with your requirement to use managed services and avoid maintaining a long-lived Hadoop cluster. In contrast, options A and B would require significant code changes to convert Spark scripts to SQL or rewrite them in Apache Beam, and option C involves managing infrastructure manually, which contradicts the goal of using managed services."
209,1,You are administering shared BigQuery datasets that contain views used by multiple teams in your organization. The marketing team is concerned about the variability of their monthly BigQuery analytics spend using the on-demand billing model. You need to help the marketing team establish a consistent BigQuery analytics spend each month. What should you do?,"Create a BigQuery Enterprise reservation with a baseline of 250 slots and autoscaling set to 500 for the marketing team, and bill them back accordingly.","Establish a BigQuery quota for the marketing team, and limit the maximum number of bytes scanned each day.","Create a BigQuery reservation with a baseline of 500 slots with no autoscaling for the marketing team, and bill them back accordingly.","Create a BigQuery Standard pay-as-you go reservation with a baseline of 0 slots and autoscaling set to 500 for the marketing team, and bill them back accordingly.",,,C,single,4,36,https://www.examtopics.com/discussions/google/view/130289-exam-professional-data-engineer-topic-1-question-287/,42,"The correct answer is C because creating a BigQuery reservation with a fixed number of slots (500 in this case) without autoscaling provides a predictable monthly cost, which addresses the marketing team's concern about spending variability. By reserving a specific number of slots, the team can ensure consistent performance and cost, as they are billed based on the reserved capacity rather than the amount of data processed. Options A and D involve autoscaling, which can lead to variable costs as the number of slots adjusts based on demand. Option B, setting a quota on bytes scanned, may limit costs but could also restrict the team's ability to perform necessary analytics work, potentially impacting productivity."
210,1,"You are part of a healthcare organization where data is organized and managed by respective data owners in various storage services. As a result of this decentralized ecosystem, discovering and managing data has become difficult. You need to quickly identify and implement a cost-optimized solution to assist your organization with the following:

• Data management and discovery
• Data lineage tracking
• Data quality validation

How should you build the solution?",Use BigLake to convert the current solution into a data lake architecture.,Build a new data discovery tool on Google Kubernetes Engine that helps with new source onboarding and data lineage tracking.,"Use BigQuery to track data lineage, and use Dataprep to manage data and perform data quality validation.","Use Dataplex to manage data, track data lineage, and perform data quality validation.",,,D,single,4,8,https://www.examtopics.com/discussions/google/view/130291-exam-professional-data-engineer-topic-1-question-288/,42,"The correct answer is D. Use Dataplex to manage data, track data lineage, and perform data quality validation. Dataplex is a Google Cloud service specifically designed for managing, discovering, and governing data across various storage services in a unified manner. It provides built-in capabilities for data management, data discovery, and data lineage tracking, which are essential for addressing the decentralized data ecosystem in the healthcare organization. Additionally, Dataplex offers features for data quality validation, ensuring that data meets the necessary standards and is reliable for analysis. This makes it a comprehensive and cost-effective solution compared to other options like BigLake or building a custom tool on Google Kubernetes Engine."
211,1,"You have data located in BigQuery that is used to generate reports for your company. You have noticed some weekly executive report fields do not correspond to format according to company standards. For example, report errors include different telephone formats and different country code identifiers. This is a frequent issue, so you need to create a recurring job to normalize the data. You want a quick solution that requires no coding. What should you do?","Use Cloud Data Fusion and Wrangler to normalize the data, and set up a recurring job.","Use Dataflow SQL to create a job that normalizes the data, and that after the first run of the job, schedule the pipeline to execute recurrently.",Create a Spark job and submit it to Dataproc Serverless.,"Use BigQuery and GoogleSQL to normalize the data, and schedule recurring queries in BigQuery.",,,A,single,4,10,https://www.examtopics.com/discussions/google/view/130292-exam-professional-data-engineer-topic-1-question-289/,43,"A. Use Cloud Data Fusion and Wrangler to normalize the data, and set up a recurring job.

Cloud Data Fusion is a fully managed, no-code data integration service that allows users to visually design data pipelines. By using the Wrangler feature within Cloud Data Fusion, you can easily clean and normalize data without writing any code. Once the data transformation logic is defined, you can set up a recurring job to automatically process the data at scheduled intervals. This solution is ideal for users seeking a quick, no-code approach to data normalization, unlike options B, C, and D, which involve coding or SQL queries."
212,1,Your company is streaming real-time sensor data from their factory floor into Bigtable and they have noticed extremely poor performance. How should the row key be redesigned to improve Bigtable performance on queries that populate real-time dashboards?,Use a row key of the form <timestamp>.,Use a row key of the form <sensorid>.,Use a row key of the form <timestamp>#<sensorid>.,Use a row key of the form >#<sensorid>#<timestamp>.,,,D,single,4,17,https://www.examtopics.com/discussions/google/view/17029-exam-professional-data-engineer-topic-1-question-29/,43,"The correct answer is D. Use a row key of the form <sensorid>#<timestamp>. This design optimizes Bigtable performance by ensuring that data is evenly distributed across the nodes, which helps prevent hotspots. By starting the row key with <sensorid>, you ensure that data from different sensors is spread out, rather than being clustered together. If the row key started with <timestamp> (as in choices A and C), it would lead to sequential writes and potential hotspots, as all data would be written to the same part of the table at the same time. Using <sensorid>#<timestamp> allows for efficient querying of data by sensor over time, which is ideal for real-time dashboards."
213,1,"You are designing a messaging system by using Pub/Sub to process clickstream data with an event-driven consumer app that relies on a push subscription. You need to configure the messaging system that is reliable enough to handle temporary downtime of the consumer app. You also need the messaging system to store the input messages that cannot be consumed by the subscriber. The system needs to retry failed messages gradually, avoiding overloading the consumer app, and store the failed messages after a maximum of 10 retries in a topic. How should you configure the Pub/Sub subscription?",Increase the acknowledgement deadline to 10 minutes.,"Use immediate redelivery as the subscription retry policy, and configure dead lettering to a different topic with maximum delivery attempts set to 10.","Use exponential backoff as the subscription retry policy, and configure dead lettering to the same source topic with maximum delivery attempts set to 10.","Use exponential backoff as the subscription retry policy, and configure dead lettering to a different topic with maximum delivery attempts set to 10.",,,D,single,4,6,https://www.examtopics.com/discussions/google/view/130293-exam-professional-data-engineer-topic-1-question-290/,43,"The correct answer is D because it addresses both the need for reliable message processing and the management of failed messages. Using exponential backoff as the subscription retry policy ensures that retries are spaced out, preventing the consumer app from being overwhelmed during temporary downtime. Configuring dead lettering to a different topic with a maximum of 10 delivery attempts allows for failed messages to be stored separately after multiple retries, facilitating further analysis or processing without affecting the original message flow. This approach is more effective than immediate redelivery (choice B), which could overload the consumer app, and it avoids the potential confusion of sending failed messages back to the same source topic (choice C). Increasing the acknowledgement deadline (choice A) does not address the need for retry management or dead lettering."
214,1,"You designed a data warehouse in BigQuery to analyze sales data. You want a self-serving, low-maintenance, and cost- effective solution to share the sales dataset to other business units in your organization. What should you do?","Create an Analytics Hub private exchange, and publish the sales dataset.",Enable the other business units’ projects to access the authorized views of the sales dataset.,Create and share views with the users in the other business units.,Use the BigQuery Data Transfer Service to create a schedule that copies the sales dataset to the other business units’ projects.,,,A,single,4,5,https://www.examtopics.com/discussions/google/view/130296-exam-professional-data-engineer-topic-1-question-291/,43,"Creating an Analytics Hub private exchange and publishing the sales dataset (Choice A) is the most suitable solution for sharing data in a self-serving, low-maintenance, and cost-effective manner. Analytics Hub allows you to share datasets securely and efficiently with other business units within your organization, providing them with direct access to the data without the need for duplicating or transferring it. This approach minimizes maintenance overhead and costs associated with data replication or managing multiple access permissions. In contrast, enabling access to authorized views (Choice B), creating and sharing views (Choice C), or using the BigQuery Data Transfer Service (Choice D) involves more administrative effort and potential costs related to data duplication and synchronization."
215,1,"You have terabytes of customer behavioral data streaming from Google Analytics into BigQuery daily. Your customers’ information, such as their preferences, is hosted on a Cloud SQL for MySQL database. Your CRM database is hosted on a Cloud SQL for PostgreSQL instance. The marketing team wants to use your customers’ information from the two databases and the customer behavioral data to create marketing campaigns for yearly active customers. You need to ensure that the marketing team can run the campaigns over 100 times a day on typical days and up to 300 during sales. At the same time, you want to keep the load on the Cloud SQL databases to a minimum. What should you do?",Create BigQuery connections to both Cloud SQL databases. Use BigQuery federated queries on the two databases and the Google Analytics data on BigQuery to run these queries.,Create a job on Apache Spark with Dataproc Serverless to query both Cloud SQL databases and the Google Analytics data on BigQuery for these queries.,Create streams in Datastream to replicate the required tables from both Cloud SQL databases to BigQuery for these queries.,"Create a Dataproc cluster with Trino to establish connections to both Cloud SQL databases and BigQuery, to execute the queries.",,,C,single,4,8,https://www.examtopics.com/discussions/google/view/130298-exam-professional-data-engineer-topic-1-question-292/,43,"The correct choice is C because using Datastream to replicate the required tables from both Cloud SQL databases to BigQuery allows you to consolidate all necessary data into a single platform. This setup minimizes the load on the Cloud SQL databases by avoiding direct queries, which is crucial given the high frequency of marketing campaigns. Once the data is in BigQuery, the marketing team can efficiently run their queries using BigQuery's powerful analytics capabilities without impacting the performance of the Cloud SQL databases. In contrast, options A and B would involve querying the Cloud SQL databases directly, potentially increasing their load, while option D introduces unnecessary complexity with a Dataproc cluster."
216,1,"Your organization is modernizing their IT services and migrating to Google Cloud. You need to organize the data that will be stored in Cloud Storage and BigQuery. You need to enable a data mesh approach to share the data between sales, product design, and marketing departments. What should you do?",1. Create a project for storage of the data for each of your departments.,1. Create multiple projects for storage of the data for each of your departments’ applications.,1. Create a project for storage of the data for your organization.,1. Create multiple projects for storage of the data for each of your departments’ applications.,,,D,single,4,11,https://www.examtopics.com/discussions/google/view/130301-exam-professional-data-engineer-topic-1-question-293/,44,"The correct answer is D. Creating multiple projects for storage of the data for each of your departments’ applications aligns with a data mesh approach, which emphasizes decentralized data ownership and management. By organizing data into multiple projects, each tailored to the specific needs and applications of the sales, product design, and marketing departments, you enable each department to manage and control their own data assets. This structure facilitates better collaboration and data sharing across departments while maintaining autonomy and governance. In contrast, options A and C do not provide the granularity needed for a data mesh, and option B is redundant with option D, but D is more explicitly aligned with the data mesh principles."
217,1,"You work for a large ecommerce company. You are using Pub/Sub to ingest the clickstream data to Google Cloud for analytics. You observe that when a new subscriber connects to an existing topic to analyze data, they are unable to subscribe to older data. For an upcoming yearly sale event in two months, you need a solution that, once implemented, will enable any new subscriber to read the last 30 days of data. What should you do?","Create a new topic, and publish the last 30 days of data each time a new subscriber connects to an existing topic.",Set the topic retention policy to 30 days.,Set the subscriber retention policy to 30 days.,"Ask the source system to re-push the data to Pub/Sub, and subscribe to it.",,,B,single,4,8,https://www.examtopics.com/discussions/google/view/130307-exam-professional-data-engineer-topic-1-question-294/,44,"The correct solution is to set the topic retention policy to 30 days (Choice B). In Google Cloud Pub/Sub, the topic retention policy determines how long messages are retained in the topic, allowing new subscribers to access messages published before they subscribed. By setting the retention policy to 30 days, any new subscriber can access the last 30 days of messages, which addresses the requirement for the upcoming sale event. Choice A is inefficient and impractical because it involves republishing data each time a new subscriber connects. Choice C is incorrect because subscriber retention policies pertain to how long unacknowledged messages are retained for a specific subscriber, not the availability of past messages. Choice D is unnecessary and inefficient, as it involves duplicating data ingestion efforts."
218,1,You are designing the architecture to process your data from Cloud Storage to BigQuery by using Dataflow. The network team provided you with the Shared VPC network and subnetwork to be used by your pipelines. You need to enable the deployment of the pipeline on the Shared VPC network. What should you do?,Assign the compute.networkUser role to the Dataflow service agent.,Assign the compute.networkUser role to the service account that executes the Dataflow pipeline.,Assign the dataflow.admin role to the Dataflow service agent.,Assign the dataflow.admin role to the service account that executes the Dataflow pipeline.,,,B,single,4,18,https://www.examtopics.com/discussions/google/view/130309-exam-professional-data-engineer-topic-1-question-295/,44,"The correct answer is B. Assign the compute.networkUser role to the service account that executes the Dataflow pipeline. This is because the compute.networkUser role grants the necessary permissions for the service account to use the Shared VPC network resources, such as creating and using instances within the specified network and subnetwork. The Dataflow service agent itself does not require this role directly (eliminating option A), as it is the service account executing the pipeline that needs access. The dataflow.admin role (options C and D) provides permissions related to managing Dataflow jobs and resources but does not specifically grant network access permissions needed for using a Shared VPC."
219,1,"Your infrastructure team has set up an interconnect link between Google Cloud and the on-premises network. You are designing a high-throughput streaming pipeline to ingest data in streaming from an Apache Kafka cluster hosted on- premises. You want to store the data in BigQuery, with as minimal latency as possible. What should you do?","Setup a Kafka Connect bridge between Kafka and Pub/Sub. Use a Google-provided Dataflow template to read the data from Pub/Sub, and write the data to BigQuery.","Use a proxy host in the VPC in Google Cloud connecting to Kafka. Write a Dataflow pipeline, read data from the proxy host, and write the data to BigQuery.","Use Dataflow, write a pipeline that reads the data from Kafka, and writes the data to BigQuery.","Setup a Kafka Connect bridge between Kafka and Pub/Sub. Write a Dataflow pipeline, read the data from Pub/Sub, and write the data to BigQuery.",,,C,single,4,12,https://www.examtopics.com/discussions/google/view/129909-exam-professional-data-engineer-topic-1-question-296/,44,"The correct answer is C. Using Dataflow to write a pipeline that directly reads data from Kafka and writes it to BigQuery is the most efficient approach for minimizing latency in a high-throughput streaming pipeline. Dataflow is designed to handle real-time data processing with low latency, and it provides native support for Apache Kafka as a source, allowing for direct ingestion without intermediate steps. This direct connection reduces the complexity and potential bottlenecks introduced by additional components like a Kafka Connect bridge or a proxy host, as suggested in options A, B, and D. By eliminating these intermediaries, you streamline the data flow and achieve minimal latency in storing data to BigQuery."
220,1,You migrated your on-premises Apache Hadoop Distributed File System (HDFS) data lake to Cloud Storage. The data scientist team needs to process the data by using Apache Spark and SQL. Security policies need to be enforced at the column level. You need a cost-effective solution that can scale into a data mesh. What should you do?,1. Deploy a long-living Dataproc cluster with Apache Hive and Ranger enabled.,1. Define a BigLake table.,1. Load the data to BigQuery tables.,1. Apply an Identity and Access Management (IAM) policy at the file level in Cloud Storage.,,,B,single,4,5,https://www.examtopics.com/discussions/google/view/130313-exam-professional-data-engineer-topic-1-question-297/,44,"The correct answer is B. Define a BigLake table. BigLake is a Google Cloud service that allows you to manage and query data across data lakes and warehouses with fine-grained access control, including column-level security. This makes it well-suited for enforcing security policies at the column level, which is a requirement in this scenario. Unlike choice A, which involves managing a long-living Dataproc cluster and additional components like Apache Hive and Ranger, BigLake provides a more streamlined and cost-effective solution that integrates seamlessly with other Google Cloud services. Choice C, loading data into BigQuery, would also allow for column-level security but might not be as cost-effective for large-scale data lakes. Choice D, applying IAM policies at the file level in Cloud Storage, does not provide the necessary column-level security."
221,1,"One of your encryption keys stored in Cloud Key Management Service (Cloud KMS) was exposed. You need to re- encrypt all of your CMEK-protected Cloud Storage data that used that key, and then delete the compromised key. You also want to reduce the risk of objects getting written without customer-managed encryption key (CMEK) protection in the future. What should you do?",Rotate the Cloud KMS key version. Continue to use the same Cloud Storage bucket.,Create a new Cloud KMS key. Set the default CMEK key on the existing Cloud Storage bucket to the new one.,Create a new Cloud KMS key. Create a new Cloud Storage bucket. Copy all objects from the old bucket to the new one bucket while specifying the new Cloud KMS key in the copy command.,Create a new Cloud KMS key. Create a new Cloud Storage bucket configured to use the new key as the default CMEK key. Copy all objects from the old bucket to the new bucket without specifying a key.,,,D,single,4,7,https://www.examtopics.com/discussions/google/view/129911-exam-professional-data-engineer-topic-1-question-298/,45,"The correct answer is D because it ensures that all objects are re-encrypted with a new, uncompromised key while also setting up a default CMEK key for future object writes. By creating a new Cloud KMS key and configuring a new Cloud Storage bucket to use this key as the default, you ensure that any new objects written to the bucket are automatically protected by the new key, reducing the risk of unprotected writes. This approach also involves copying existing objects to the new bucket without specifying a key, which ensures they are re-encrypted with the default CMEK key of the new bucket. Choices A and B do not address the need to re-encrypt existing data with a new key, and choice C does not set a default CMEK key for future writes, which could lead to unprotected data."
222,1,"You have an upstream process that writes data to Cloud Storage. This data is then read by an Apache Spark job that runs on Dataproc. These jobs are run in the us-central1 region, but the data could be stored anywhere in the United States. You need to have a recovery process in place in case of a catastrophic single region failure. You need an approach with a maximum of 15 minutes of data loss (RPO=15 mins). You want to ensure that there is minimal latency when reading the data. What should you do?","1. Create two regional Cloud Storage buckets, one in the us-central1 region and one in the us-south1 region.",1. Create a Cloud Storage bucket in the US multi-region.,1. Create a dual-region Cloud Storage bucket in the us-central1 and us-south1 regions.,1. Create a dual-region Cloud Storage bucket in the us-central1 and us-south1 regions.,,,D,single,4,4,https://www.examtopics.com/discussions/google/view/130328-exam-professional-data-engineer-topic-1-question-299/,45,"The correct answer is D. Creating a dual-region Cloud Storage bucket in the us-central1 and us-south1 regions ensures that your data is automatically replicated across two geographically separated regions, providing high availability and resilience against a single region failure. This setup meets the requirement of a Recovery Point Objective (RPO) of 15 minutes, as data is synchronously replicated, minimizing data loss in case of a regional outage. Additionally, a dual-region bucket offers low latency for data access because it allows reads from the nearest region, optimizing performance for your Dataproc jobs running in us-central1. In contrast, options A and B do not provide the same level of automatic replication and latency optimization, while option C is redundant with option D, which is already the correct approach."
223,1,"You designed a database for patient records as a pilot project to cover a few hundred patients in three clinics. Your design used a single database table to represent all patients and their visits, and you used self-joins to generate reports. The server resource utilization was at 50%. Since then, the scope of the project has expanded. The database must now store 100 times more patient records. You can no longer run the reports, because they either take too long or they encounter errors with insufficient compute resources. How should you adjust the database design?",Add capacity (memory and disk space) to the database server by the order of 200.,"Shard the tables into smaller ones based on date ranges, and only generate reports with prespecified date ranges.","Normalize the master patient-record table into the patient table and the visits table, and create other necessary tables to avoid self-join.","Partition the table into smaller tables, with one for each clinic. Run queries against the smaller table pairs, and use unions for consolidated reports.",,,C,single,4,31,https://www.examtopics.com/discussions/google/view/16635-exam-professional-data-engineer-topic-1-question-3/,45,"The correct answer is C because normalizing the database by separating the patient and visit information into distinct tables reduces redundancy and improves query efficiency. This approach minimizes the need for complex self-joins, which can be resource-intensive and slow, especially as the dataset grows significantly. By organizing data into a more structured format with relationships between tables, the database can handle larger volumes of data more efficiently. In contrast, option A only increases resources without addressing the underlying design inefficiencies, option B complicates report generation with date-based sharding, and option D limits scalability by partitioning data by clinic rather than optimizing the overall schema."
224,1,"Your company's customer and order databases are often under heavy load. This makes performing analytics against them difficult without harming operations.
The databases are in a MySQL cluster, with nightly backups taken using mysqldump. You want to perform analytics with minimal impact on operations. What should you do?",Add a node to the MySQL cluster and build an OLAP cube there.,Use an ETL tool to load the data from MySQL into Google BigQuery.,Connect an on-premises Apache Hadoop cluster to MySQL and perform ETL.,"Mount the backups to Google Cloud SQL, and then process the data using Google Cloud Dataproc.",,,B,single,4,104,https://www.examtopics.com/discussions/google/view/16655-exam-professional-data-engineer-topic-1-question-30/,45,"The correct answer is B. Use an ETL tool to load the data from MySQL into Google BigQuery. This approach allows you to offload the analytical processing from your operational MySQL cluster, minimizing the impact on its performance. Google BigQuery is a fully managed, serverless data warehouse that can handle large-scale data analytics efficiently. By using an ETL tool, you can automate the extraction, transformation, and loading of data into BigQuery, enabling you to perform complex queries and analytics without affecting the operational databases. In contrast, options A, C, and D either involve additional infrastructure complexity or do not leverage the scalability and efficiency of a cloud-based data warehouse like BigQuery."
225,1,"You currently have transactional data stored on-premises in a PostgreSQL database. To modernize your data environment, you want to run transactional workloads and support analytics needs with a single database. You need to move to Google Cloud without changing database management systems, and minimize cost and complexity. What should you do?",Migrate and modernize your database with Cloud Spanner.,Migrate your workloads to AlloyDB for PostgreSQL.,Migrate to BigQuery to optimize analytics.,Migrate your PostgreSQL database to Cloud SQL for PostgreSQL.,,,B,single,4,24,https://www.examtopics.com/discussions/google/view/130318-exam-professional-data-engineer-topic-1-question-300/,45,"The correct choice is B. Migrate your workloads to AlloyDB for PostgreSQL. AlloyDB for PostgreSQL is designed to handle both transactional and analytical workloads efficiently, making it suitable for modernizing your data environment while maintaining the same database management system, PostgreSQL. This option allows you to leverage the scalability and performance benefits of Google Cloud without the need for significant changes to your existing database setup. In contrast, Cloud Spanner (Choice A) would require a change in the database system, and BigQuery (Choice C) is primarily optimized for analytics rather than transactional workloads. Cloud SQL for PostgreSQL (Choice D) supports transactional workloads but does not offer the same level of integrated analytics capabilities as AlloyDB."
226,1,"You are architecting a data transformation solution for BigQuery. Your developers are proficient with SQL and want to use the ELT development technique. In addition, your developers need an intuitive coding environment and the ability to manage SQL as code. You need to identify a solution for your developers to build these pipelines. What should you do?","Use Dataform to build, manage, and schedule SQL pipelines.","Use Dataflow jobs to read data from Pub/Sub, transform the data, and load the data to BigQuery.",Use Data Fusion to build and execute ETL pipelines.,Use Cloud Composer to load data and run SQL pipelines by using the BigQuery job operators.,,,A,single,4,6,https://www.examtopics.com/discussions/google/view/129913-exam-professional-data-engineer-topic-1-question-301/,46,"The correct answer is A. Use Dataform to build, manage, and schedule SQL pipelines. Dataform is specifically designed for managing SQL-based ELT workflows in BigQuery, providing an intuitive environment for developers proficient in SQL. It allows for the management of SQL as code, offering features like version control and collaboration, which align with the developers' needs for an intuitive coding environment. In contrast, Dataflow (Choice B) is more suitable for streaming and batch data processing using Apache Beam, and Data Fusion (Choice C) is designed for ETL rather than ELT. Cloud Composer (Choice D) is an orchestration tool that can manage workflows but does not provide the SQL-centric development environment that Dataform offers."
227,1,"You work for a farming company. You have one BigQuery table named sensors, which is about 500 MB and contains the list of your 5000 sensors, with columns for id, name, and location. This table is updated every hour. Each sensor generates one metric every 30 seconds along with a timestamp, which you want to store in BigQuery. You want to run an analytical query on the data once a week for monitoring purposes. You also want to minimize costs. What data model should you use?",1. Create a metrics column in the sensors table.,1. Create a metrics column in the sensors table.,1. Create a metrics table partitioned by timestamp.,1. Create a metrics table partitioned by timestamp.,,,C,single,4,12,https://www.examtopics.com/discussions/google/view/130327-exam-professional-data-engineer-topic-1-question-302/,46,"The correct answer is C. Creating a separate metrics table partitioned by timestamp is the most efficient approach for handling large volumes of time-series data generated by the sensors. This model allows you to efficiently store and query the data, as partitioning by timestamp optimizes query performance and reduces costs by allowing you to scan only the relevant partitions for your weekly analytical queries. In contrast, adding a metrics column to the sensors table (as suggested in choices A and B) would not be practical because it would lead to unnecessary data duplication and increased storage costs, given the high frequency of metric generation. Partitioning the metrics table ensures that the data is organized and accessible in a cost-effective manner."
228,1,You are managing a Dataplex environment with raw and curated zones. A data engineering team is uploading JSON and CSV files to a bucket asset in the curated zone but the files are not being automatically discovered by Dataplex. What should you do to ensure that the files are discovered by Dataplex?,Move the JSON and CSV files to the raw zone.,Enable auto-discovery of files for the curated zone.,Use the bg command-line tool to load the JSON and CSV files into BigQuery tables.,Grant object level access to the CSV and JSON files in Cloud Storage.,,,A,single,4,21,https://www.examtopics.com/discussions/google/view/130326-exam-professional-data-engineer-topic-1-question-303/,46,"The correct answer is A. Move the JSON and CSV files to the raw zone. In a Dataplex environment, the raw zone is typically configured to automatically discover and ingest raw data files like JSON and CSV. If the files are not being discovered in the curated zone, it suggests that the curated zone may not be set up for automatic discovery of such file types, which is often the case as curated zones are usually intended for processed and refined data. Enabling auto-discovery (choice B) might not be applicable if the curated zone is not intended for raw data ingestion. Using the bg command-line tool (choice C) is unrelated to Dataplex's discovery process, and granting object-level access (choice D) pertains to permissions rather than discovery settings."
229,1,"You have a table that contains millions of rows of sales data, partitioned by date. Various applications and users query this data many times a minute. The query requires aggregating values by using AVG, MAX, and SUM, and does not require joining to other tables. The required aggregations are only computed over the past year of data, though you need to retain full historical data in the base tables. You want to ensure that the query results always include the latest data from the tables, while also reducing computation cost, maintenance overhead, and duration. What should you do?",Create a materialized view to aggregate the base table data. Include a filter clause to specify the last one year of partitions.,Create a materialized view to aggregate the base table data. Configure a partition expiration on the base table to retain only the last one year of partitions.,Create a view to aggregate the base table data. Include a filter clause to specify the last year of partitions.,Create a new table that aggregates the base table data. Include a filter clause to specify the last year of partitions. Set up a scheduled query to recreate the new table every hour.,,,A,single,4,10,https://www.examtopics.com/discussions/google/view/130325-exam-professional-data-engineer-topic-1-question-304/,46,"The correct choice is A because a materialized view is designed to store precomputed results of a query, which can significantly reduce computation costs and query duration by avoiding recalculating aggregations each time the data is queried. By including a filter clause to specify the last year of partitions, the materialized view focuses only on the relevant data, ensuring that the query results are up-to-date with the latest data. Unlike option B, which suggests partition expiration and would result in loss of historical data, option A retains full historical data in the base tables. Options C and D do not offer the same performance benefits as materialized views, with C lacking precomputation and D requiring more maintenance due to scheduled updates."
230,1,"Your organization uses a multi-cloud data storage strategy, storing data in Cloud Storage, and data in Amazon Web Services’ (AWS) S3 storage buckets. All data resides in US regions. You want to query up-to-date data by using BigQuery, regardless of which cloud the data is stored in. You need to allow users to query the tables from BigQuery without giving direct access to the data in the storage buckets. What should you do?",Setup a BigQuery Omni connection to the AWS S3 bucket data. Create BigLake tables over the Cloud Storage and S3 data and query the data using BigQuery directly.,Set up a BigQuery Omni connection to the AWS S3 bucket data. Create external tables over the Cloud Storage and S3 data and query the data using BigQuery directly.,Use the Storage Transfer Service to copy data from the AWS S3 buckets to Cloud Storage buckets. Create BigLake tables over the Cloud Storage data and query the data using BigQuery directly.,Use the Storage Transfer Service to copy data from the AWS S3 buckets to Cloud Storage buckets. Create external tables over the Cloud Storage data and query the data using BigQuery directly.,,,A,single,4,6,https://www.examtopics.com/discussions/google/view/129916-exam-professional-data-engineer-topic-1-question-305/,46,"The correct answer is A because BigQuery Omni allows you to query data across multiple cloud environments, including AWS S3, without needing to move the data. By setting up a BigQuery Omni connection, you can access and query data stored in AWS S3 directly from BigQuery. Creating BigLake tables over both Cloud Storage and S3 data allows you to unify data access and apply consistent security and governance policies across your datasets. This approach eliminates the need for data duplication or transfer, as suggested in options C and D, and provides a seamless querying experience across different cloud storage services."
