question_id,topic,question_text,choice_A,choice_B,choice_C,choice_D,choice_E,choice_F,answer,question_type,nb_choices,nb_comments,url,page,explanation
176,1,"You are planning to use Cloud Storage as part of your data lake solution. The Cloud Storage bucket will contain objects ingested from external systems. Each object will be ingested once, and the access patterns of individual objects will be random. You want to minimize the cost of storing and retrieving these objects. You want to ensure that any cost optimization efforts are transparent to the users and applications. What should you do?",Create a Cloud Storage bucket with Autoclass enabled.,Create a Cloud Storage bucket with an Object Lifecycle Management policy to transition objects from Standard to Coldline storage class if an object age reaches 30 days.,Create a Cloud Storage bucket with an Object Lifecycle Management policy to transition objects from Standard to Coldline storage class if an object is not live.,"Create two Cloud Storage buckets. Use the Standard storage class for the first bucket, and use the Coldline storage class for the second bucket. Migrate objects from the first bucket to the second bucket after 30 days.",,,A,single,4,6,https://www.examtopics.com/discussions/google/view/130210-exam-professional-data-engineer-topic-1-question-257/,36,"La réponse correcte est A. Créer un bucket Cloud Storage avec Autoclass activé. Autoclass est une fonctionnalité qui optimise automatiquement le coût de stockage en déplaçant les objets entre différentes classes de stockage en fonction de leur utilisation, sans intervention manuelle. Cela garantit que les efforts d'optimisation des coûts sont transparents pour les utilisateurs et les applications, car ils n'ont pas besoin de gérer manuellement les transitions de stockage. Les autres options, comme B, C, et D, nécessitent une gestion manuelle ou des règles spécifiques qui pourraient ne pas s'adapter parfaitement aux modèles d'accès aléatoires et pourraient entraîner des coûts supplémentaires ou une complexité accrue."
177,1,"You have several different file type data sources, such as Apache Parquet and CSV. You want to store the data in Cloud Storage. You need to set up an object sink for your data that allows you to use your own encryption keys. You want to use a GUI-based solution. What should you do?",Use Storage Transfer Service to move files into Cloud Storage.,Use Cloud Data Fusion to move files into Cloud Storage.,Use Dataflow to move files into Cloud Storage.,Use BigQuery Data Transfer Service to move files into BigQuery.,,,B,single,4,11,https://www.examtopics.com/discussions/google/view/130211-exam-professional-data-engineer-topic-1-question-258/,36,"La réponse correcte est B. Utiliser Cloud Data Fusion pour déplacer des fichiers vers Cloud Storage. Cloud Data Fusion est une solution basée sur une interface graphique (GUI) qui permet de créer des pipelines de données sans avoir à écrire de code. Elle offre la possibilité d'utiliser des clés de chiffrement gérées par le client pour sécuriser les données lors de leur transfert vers Cloud Storage. Les autres options, comme A (Storage Transfer Service) et C (Dataflow), ne sont pas spécifiquement axées sur l'utilisation d'une interface graphique pour configurer des clés de chiffrement personnalisées. L'option D (BigQuery Data Transfer Service) est inappropriée car elle concerne le transfert de données vers BigQuery, et non vers Cloud Storage."
178,1,"Your business users need a way to clean and prepare data before using the data for analysis. Your business users are less technically savvy and prefer to work with graphical user interfaces to define their transformations. After the data has been transformed, the business users want to perform their analysis directly in a spreadsheet. You need to recommend a solution that they can use. What should you do?","Use Dataprep to clean the data, and write the results to BigQuery. Analyze the data by using Connected Sheets.","Use Dataprep to clean the data, and write the results to BigQuery. Analyze the data by using Looker Studio.","Use Dataflow to clean the data, and write the results to BigQuery. Analyze the data by using Connected Sheets.","Use Dataflow to clean the data, and write the results to BigQuery. Analyze the data by using Looker Studio.",,,A,single,4,6,https://www.examtopics.com/discussions/google/view/130212-exam-professional-data-engineer-topic-1-question-259/,36,"Dataprep est un outil convivial basé sur une interface graphique qui permet aux utilisateurs de nettoyer et de préparer les données sans nécessiter de compétences techniques avancées, ce qui correspond aux besoins des utilisateurs métier mentionnés. En écrivant les résultats dans BigQuery, les données sont stockées dans un environnement performant et évolutif. Connected Sheets permet ensuite aux utilisateurs d'analyser directement les données dans une feuille de calcul Google Sheets, offrant une interface familière et accessible pour les utilisateurs moins techniques. Les autres options, comme l'utilisation de Dataflow ou Looker Studio, ne répondent pas aussi bien à la préférence des utilisateurs pour une interface graphique simple et l'analyse dans une feuille de calcul."
179,1,You are working on a sensitive project involving private user data. You have set up a project on Google Cloud Platform to house your work internally. An external consultant is going to assist with coding a complex transformation in a Google Cloud Dataflow pipeline for your project. How should you maintain users' privacy?,Grant the consultant the Viewer role on the project.,Grant the consultant the Cloud Dataflow Developer role on the project.,Create a service account and allow the consultant to log on with it.,Create an anonymized sample of the data for the consultant to work with in a different project.,,,D,single,4,97,https://www.examtopics.com/discussions/google/view/16288-exam-professional-data-engineer-topic-1-question-26/,36,"La réponse correcte est D. Créer un échantillon anonymisé des données pour que le consultant puisse travailler dessus dans un projet différent. Cela garantit que les données sensibles des utilisateurs ne sont pas exposées à des tiers non autorisés, préservant ainsi la confidentialité des utilisateurs. Accorder le rôle de Viewer (A) ou de Cloud Dataflow Developer (B) au consultant pourrait donner accès à des données sensibles, ce qui n'est pas souhaitable. Permettre au consultant de se connecter avec un compte de service (C) ne résout pas le problème de l'accès aux données sensibles. En travaillant avec des données anonymisées dans un projet séparé, le consultant peut effectuer les tâches nécessaires sans compromettre la confidentialité des utilisateurs."
180,1,"You have two projects where you run BigQuery jobs:
• One project runs production jobs that have strict completion time SLAs. These are high priority jobs that must have the required compute resources available when needed. These jobs generally never go below a 300 slot utilization, but occasionally spike up an additional 500 slots.
• The other project is for users to run ad-hoc analytical queries. This project generally never uses more than 200 slots at a time. You want these ad-hoc queries to be billed based on how much data users scan rather than by slot capacity.

You need to ensure that both projects have the appropriate compute resources available. What should you do?",Create a single Enterprise Edition reservation for both projects. Set a baseline of 300 slots. Enable autoscaling up to 700 slots.,"Create two reservations, one for each of the projects. For the SLA project, use an Enterprise Edition with a baseline of 300 slots and enable autoscaling up to 500 slots. For the ad-hoc project, configure on-demand billing.","Create two Enterprise Edition reservations, one for each of the projects. For the SLA project, set a baseline of 300 slots and enable autoscaling up to 500 slots. For the ad-hoc project, set a reservation baseline of 0 slots and set the ignore idle slots flag to False.","Create two Enterprise Edition reservations, one for each of the projects. For the SLA project, set a baseline of 800 slots. For the ad-hoc project, enable autoscaling up to 200 slots.",,,B,single,4,14,https://www.examtopics.com/discussions/google/view/130213-exam-professional-data-engineer-topic-1-question-260/,36,"La réponse correcte est B. Pour le projet avec des SLA stricts, une réservation Enterprise Edition avec un minimum de 300 slots et une autoscaling jusqu'à 500 slots garantit que les ressources nécessaires sont disponibles pour répondre aux pics de charge. Cela permet de respecter les exigences de performance tout en optimisant l'utilisation des ressources. Pour le projet d'analyses ad-hoc, la facturation à la demande basée sur la quantité de données scannées est plus appropriée, car elle permet une flexibilité et un coût proportionnel à l'utilisation réelle, évitant ainsi de réserver des slots inutilisés. Les autres options ne répondent pas aussi efficacement aux besoins spécifiques de chaque projet."
181,1,"You want to migrate your existing Teradata data warehouse to BigQuery. You want to move the historical data to BigQuery by using the most efficient method that requires the least amount of programming, but local storage space on your existing data warehouse is limited. What should you do?",Use BigQuery Data Transfer Service by using the Java Database Connectivity (JDBC) driver with FastExport connection.,"Create a Teradata Parallel Transporter (TPT) export script to export the historical data, and import to BigQuery by using the bq command-line tool.",Use BigQuery Data Transfer Service with the Teradata Parallel Transporter (TPT) tbuild utility.,"Create a script to export the historical data, and upload in batches to Cloud Storage. Set up a BigQuery Data Transfer Service instance from Cloud Storage to BigQuery.",,,A,single,4,9,https://www.examtopics.com/discussions/google/view/129906-exam-professional-data-engineer-topic-1-question-261/,37,"La réponse correcte est A. Utiliser le BigQuery Data Transfer Service avec le pilote Java Database Connectivity (JDBC) et une connexion FastExport est la méthode la plus efficace et nécessite le moins de programmation. Cette approche permet de transférer directement les données de Teradata vers BigQuery sans nécessiter un stockage local intermédiaire, ce qui est crucial étant donné les limitations d'espace de stockage local. Les autres options, comme B et D, impliquent des étapes supplémentaires de script et de gestion de stockage, tandis que C nécessite l'utilisation de l'utilitaire TPT tbuild, qui peut être plus complexe à configurer. Ainsi, l'option A est la plus directe et efficace pour migrer les données historiques."
182,1,You are on the data governance team and are implementing security requirements. You need to encrypt all your data in BigQuery by using an encryption key managed by your team. You must implement a mechanism to generate and store encryption material only on your on-premises hardware security module (HSM). You want to rely on Google managed solutions. What should you do?,"Create the encryption key in the on-premises HSM, and import it into a Cloud Key Management Service (Cloud KMS) key. Associate the created Cloud KMS key while creating the BigQuery resources.",Create the encryption key in the on-premises HSM and link it to a Cloud External Key Manager (Cloud EKM) key. Associate the created Cloud KMS key while creating the BigQuery resources.,"Create the encryption key in the on-premises HSM, and import it into Cloud Key Management Service (Cloud HSM) key. Associate the created Cloud HSM key while creating the BigQuery resources.",Create the encryption key in the on-premises HSM. Create BigQuery resources and encrypt data while ingesting them into BigQuery.,,,B,single,4,7,https://www.examtopics.com/discussions/google/view/130214-exam-professional-data-engineer-topic-1-question-262/,37,"La réponse correcte est B. Créer la clé de chiffrement dans le module HSM sur site et la lier à une clé Cloud External Key Manager (Cloud EKM). Cette approche permet de gérer les clés de chiffrement en dehors de Google Cloud, tout en utilisant les services gérés par Google pour l'intégration avec BigQuery. Contrairement à l'option A et C, qui impliquent l'importation de la clé dans le Cloud KMS ou Cloud HSM, l'option B garantit que la clé reste uniquement dans le HSM sur site, répondant ainsi à l'exigence de stockage exclusif sur le matériel local. L'option D ne tire pas parti des solutions gérées par Google pour l'intégration et la gestion des clés."
183,1,"You maintain ETL pipelines. You notice that a streaming pipeline running on Dataflow is taking a long time to process incoming data, which causes output delays. You also noticed that the pipeline graph was automatically optimized by Dataflow and merged into one step. You want to identify where the potential bottleneck is occurring. What should you do?","Insert a Reshuffle operation after each processing step, and monitor the execution details in the Dataflow console.","Insert output sinks after each key processing step, and observe the writing throughput of each block.","Log debug information in each ParDo function, and analyze the logs at execution time.",Verify that the Dataflow service accounts have appropriate permissions to write the processed data to the output sinks.,,,A,single,4,9,https://www.examtopics.com/discussions/google/view/130215-exam-professional-data-engineer-topic-1-question-263/,37,"La réponse correcte est A. Insérer une opération Reshuffle après chaque étape de traitement permet de désagréger les étapes fusionnées par l'optimisation automatique de Dataflow. Cela aide à identifier les goulots d'étranglement potentiels en réintroduisant des frontières entre les étapes, ce qui facilite le suivi de la performance de chaque étape individuellement dans la console Dataflow. Les autres options, comme B et C, ne permettent pas de visualiser efficacement les performances de chaque étape du pipeline, et D concerne les permissions, qui ne sont pas directement liées à l'identification des goulots d'étranglement dans le traitement des données."
184,1,"You are running your BigQuery project in the on-demand billing model and are executing a change data capture (CDC) process that ingests data. The CDC process loads 1 GB of data every 10 minutes into a temporary table, and then performs a merge into a 10 TB target table. This process is very scan intensive and you want to explore options to enable a predictable cost model. You need to create a BigQuery reservation based on utilization information gathered from BigQuery Monitoring and apply the reservation to the CDC process. What should you do?",Create a BigQuery reservation for the dataset.,Create a BigQuery reservation for the job.,Create a BigQuery reservation for the service account running the job.,Create a BigQuery reservation for the project.,,,D,single,4,14,https://www.examtopics.com/discussions/google/view/130360-exam-professional-data-engineer-topic-1-question-264/,37,"La réponse correcte est D. Créer une réservation BigQuery pour le projet. En créant une réservation pour le projet, vous pouvez allouer une capacité de calcul dédiée qui sera utilisée par tous les jobs exécutés dans ce projet, y compris le processus CDC. Cela permet de contrôler et de prévoir les coûts, car vous payez pour la capacité réservée plutôt que pour l'utilisation à la demande. Les autres options, telles que créer une réservation pour le dataset (A), le job (B), ou le compte de service (C), ne permettent pas de gérer les coûts de manière aussi efficace et prévisible à l'échelle du projet entier."
185,1,You are designing a fault-tolerant architecture to store data in a regional BigQuery dataset. You need to ensure that your application is able to recover from a corruption event in your tables that occurred within the past seven days. You want to adopt managed services with the lowest RPO and most cost-effective solution. What should you do?,Access historical data by using time travel in BigQuery.,Export the data from BigQuery into a new table that excludes the corrupted data,Create a BigQuery table snapshot on a daily basis.,Migrate your data to multi-region BigQuery buckets.,,,A,single,4,6,https://www.examtopics.com/discussions/google/view/130361-exam-professional-data-engineer-topic-1-question-265/,37,"La réponse correcte est A. Accéder aux données historiques en utilisant le time travel dans BigQuery. Le time travel de BigQuery permet de revenir en arrière jusqu'à sept jours pour accéder aux versions antérieures des données, ce qui est idéal pour récupérer des données après un événement de corruption. Cette fonctionnalité est intégrée et gérée par BigQuery, offrant une solution avec un RPO (Recovery Point Objective) très faible sans coûts supplémentaires pour le stockage ou la gestion de sauvegardes. Les autres options, comme B et C, nécessitent des opérations manuelles et une gestion supplémentaire, tandis que D ne répond pas directement au besoin de récupération après corruption."
186,1,"You are building a streaming Dataflow pipeline that ingests noise level data from hundreds of sensors placed near construction sites across a city. The sensors measure noise level every ten seconds, and send that data to the pipeline when levels reach above 70 dBA. You need to detect the average noise level from a sensor when data is received for a duration of more than 30 minutes, but the window ends when no data has been received for 15 minutes. What should you do?",Use session windows with a 15-minute gap duration.,Use session windows with a 30-minute gap duration.,"Use hopping windows with a 15-minute window, and a thirty-minute period.",Use tumbling windows with a 15-minute window and a fifteen-minute .withAllowedLateness operator.,,,A,single,4,17,https://www.examtopics.com/discussions/google/view/130217-exam-professional-data-engineer-topic-1-question-266/,38,"La réponse correcte est A. Utiliser des fenêtres de session avec une durée d'écart de 15 minutes. Les fenêtres de session sont idéales pour regrouper des événements qui sont proches dans le temps, mais qui peuvent avoir des périodes d'inactivité entre eux. Dans ce cas, une fenêtre de session avec un écart de 15 minutes permet de terminer la fenêtre lorsqu'aucune donnée n'est reçue pendant 15 minutes, ce qui correspond exactement à la condition de fin de fenêtre décrite dans la question. Les autres choix, comme les fenêtres glissantes (C) ou les fenêtres fixes (D), ne répondent pas à la condition spécifique de terminer la fenêtre après une période d'inactivité."
187,1,"You are creating a data model in BigQuery that will hold retail transaction data. Your two largest tables, sales_transaction_header and sales_transaction_line, have a tightly coupled immutable relationship. These tables are rarely modified after load and are frequently joined when queried. You need to model the sales_transaction_header and sales_transaction_line tables to improve the performance of data analytics queries. What should you do?",Create a sales_transaction table that holds the sales_transaction_header information as rows and the sales_transaction_line rows as nested and repeated fields.,"Create a sales_transaction table that holds the sales_transaction_header and sales_transaction_line information as rows, duplicating the sales_transaction_header data for each line.",Create a sales_transaction table that stores the sales_transaction_header and sales_transaction_line data as a JSON data type.,"Create separate sales_transaction_header and sales_transaction_line tables and, when querying, specify the sales_transaction_line first in the WHERE clause.",,,A,single,4,6,https://www.examtopics.com/discussions/google/view/130218-exam-professional-data-engineer-topic-1-question-267/,38,"La réponse correcte est A. En BigQuery, l'utilisation de champs imbriqués et répétés permet d'optimiser les performances des requêtes en réduisant le besoin de jointures coûteuses. En modélisant les données de manière à ce que les informations de `sales_transaction_header` soient des lignes et celles de `sales_transaction_line` soient des champs imbriqués et répétés, on peut accéder efficacement aux données transactionnelles sans avoir à effectuer de jointures fréquentes. Cette approche est particulièrement avantageuse pour des tables qui ont une relation immuable et qui sont rarement modifiées après le chargement, contrairement aux options B, C, et D qui ne tirent pas parti de la structure optimisée offerte par les champs imbriqués et répétés."
188,1,"You created a new version of a Dataflow streaming data ingestion pipeline that reads from Pub/Sub and writes to BigQuery. The previous version of the pipeline that runs in production uses a 5-minute window for processing. You need to deploy the new version of the pipeline without losing any data, creating inconsistencies, or increasing the processing latency by more than 10 minutes. What should you do?",Update the old pipeline with the new pipeline code.,"Snapshot the old pipeline, stop the old pipeline, and then start the new pipeline from the snapshot.","Drain the old pipeline, then start the new pipeline.","Cancel the old pipeline, then start the new pipeline.",,,C,single,4,9,https://www.examtopics.com/discussions/google/view/130219-exam-professional-data-engineer-topic-1-question-268/,38,"La réponse correcte est C. Drainer l'ancien pipeline, puis démarrer le nouveau pipeline. Drainer un pipeline Dataflow permet de terminer le traitement des données en cours sans accepter de nouvelles données, garantissant ainsi que toutes les données en transit sont traitées avant l'arrêt du pipeline. Cela évite la perte de données et les incohérences, contrairement à l'option D, qui annulerait immédiatement le pipeline et pourrait entraîner une perte de données. L'option A n'est pas viable car elle ne permet pas de gérer la transition en douceur entre les versions. L'option B, bien qu'elle puisse préserver les données, pourrait introduire une latence supplémentaire en raison du temps nécessaire pour créer et restaurer à partir d'un instantané."
189,1,"Your organization's data assets are stored in BigQuery, Pub/Sub, and a PostgreSQL instance running on Compute Engine. Because there are multiple domains and diverse teams using the data, teams in your organization are unable to discover existing data assets. You need to design a solution to improve data discoverability while keeping development and configuration efforts to a minimum. What should you do?",Use Data Catalog to automatically catalog BigQuery datasets. Use Data Catalog APIs to manually catalog Pub/Sub topics and PostgreSQL tables.,Use Data Catalog to automatically catalog BigQuery datasets and Pub/Sub topics. Use Data Catalog APIs to manually catalog PostgreSQL tables.,Use Data Catalog to automatically catalog BigQuery datasets and Pub/Sub topics. Use custom connectors to manually catalog PostgreSQL tables.,"Use customer connectors to manually catalog BigQuery datasets, Pub/Sub topics, and PostgreSQL tables.",,,B,single,4,22,https://www.examtopics.com/discussions/google/view/130424-exam-professional-data-engineer-topic-1-question-269/,38,"La réponse correcte est B. Utiliser Data Catalog pour cataloguer automatiquement les ensembles de données BigQuery et les sujets Pub/Sub, et utiliser les API de Data Catalog pour cataloguer manuellement les tables PostgreSQL. Data Catalog est un service de Google Cloud qui permet de cataloguer automatiquement les ensembles de données BigQuery et les sujets Pub/Sub, ce qui réduit les efforts de développement et de configuration. Cependant, pour les tables PostgreSQL hébergées sur Compute Engine, il n'existe pas de fonctionnalité d'automatisation directe, donc l'utilisation des API de Data Catalog pour les cataloguer manuellement est nécessaire. Les autres choix, tels que A, C, et D, impliquent soit des efforts manuels inutiles pour des services qui peuvent être automatisés, soit l'utilisation de connecteurs personnalisés qui augmenteraient la complexité du développement."
190,1,You are building a model to predict whether or not it will rain on a given day. You have thousands of input features and want to see if you can improve training speed by removing some features while having a minimum effect on model accuracy. What can you do?,Eliminate features that are highly correlated to the output labels.,Combine highly co-dependent features into one representative feature.,"Instead of feeding in each feature individually, average their values in batches of 3.",Remove the features that have null values for more than 50% of the training records.,,,B,single,4,30,https://www.examtopics.com/discussions/google/view/16969-exam-professional-data-engineer-topic-1-question-27/,38,"La réponse correcte est B. Combiner des caractéristiques hautement co-dépendantes en une seule caractéristique représentative peut améliorer la vitesse d'entraînement du modèle tout en minimisant l'impact sur la précision. Cela permet de réduire la redondance dans les données, car des caractéristiques fortement corrélées apportent souvent des informations similaires. En revanche, éliminer des caractéristiques corrélées aux étiquettes de sortie (choix A) pourrait entraîner une perte d'informations importantes pour la prédiction. Moyenniser les valeurs des caractéristiques par lots de 3 (choix C) pourrait entraîner une perte de granularité et d'informations précieuses. Enfin, supprimer les caractéristiques avec plus de 50% de valeurs nulles (choix D) est une bonne pratique de nettoyage des données, mais cela ne cible pas spécifiquement l'amélioration de la vitesse d'entraînement par réduction de la dimensionnalité."
191,1,You need to create a SQL pipeline. The pipeline runs an aggregate SQL transformation on a BigQuery table every two hours and appends the result to another existing BigQuery table. You need to configure the pipeline to retry if errors occur. You want the pipeline to send an email notification after three consecutive failures. What should you do?,"Use the BigQueryUpsertTableOperator in Cloud Composer, set the retry parameter to three, and set the email_on_failure parameter to true.","Use the BigQueryInsertJobOperator in Cloud Composer, set the retry parameter to three, and set the email_on_failure parameter to true.","Create a BigQuery scheduled query to run the SQL transformation with schedule options that repeats every two hours, and enable email notifications.","Create a BigQuery scheduled query to run the SQL transformation with schedule options that repeats every two hours, and enable notification to Pub/Sub topic. Use Pub/Sub and Cloud Functions to send an email after three failed executions.",,,D,single,4,16,https://www.examtopics.com/discussions/google/view/130220-exam-professional-data-engineer-topic-1-question-270/,39,"La réponse correcte est D car elle utilise une requête planifiée BigQuery qui s'exécute toutes les deux heures, ce qui est nécessaire pour le pipeline. En activant la notification vers un sujet Pub/Sub, vous pouvez surveiller les échecs et utiliser une fonction Cloud Functions pour envoyer un email après trois échecs consécutifs. Les options A et B utilisent Cloud Composer, mais elles ne permettent pas de gérer spécifiquement l'envoi d'un email après trois échecs consécutifs. L'option C ne fournit pas de mécanisme pour gérer les notifications après plusieurs échecs, contrairement à l'approche avec Pub/Sub et Cloud Functions."
192,1,"You are monitoring your organization’s data lake hosted on BigQuery. The ingestion pipelines read data from Pub/Sub and write the data into tables on BigQuery. After a new version of the ingestion pipelines is deployed, the daily stored data increased by 50%. The volumes of data in Pub/Sub remained the same and only some tables had their daily partition data size doubled. You need to investigate and fix the cause of the data increase. What should you do?","1. Check for duplicate rows in the BigQuery tables that have the daily partition data size doubled.
2. Schedule daily SQL jobs to deduplicate the affected tables.
3. Share the deduplication script with the other operational teams to reuse if this occurs to other tables.","1. Check for code errors in the deployed pipelines.
2. Check for multiple writing to pipeline BigQuery sink.
3. Check for errors in Cloud Logging during the day of the release of the new pipelines.
4. If no errors, restore the BigQuery tables to their content before the last release by using time travel.","1. Check for duplicate rows in the BigQuery tables that have the daily partition data size doubled.
2. Check the BigQuery Audit logs to find job IDs.
3. Use Cloud Monitoring to determine when the identified Dataflow jobs started and the pipeline code version.
4. When more than one pipeline ingests data into a table, stop all versions except the latest one.","1. Roll back the last deployment.
2. Restore the BigQuery tables to their content before the last release by using time travel.
3. Restart the Dataflow jobs and replay the messages by seeking the subscription to the timestamp of the release.",,,C,single,4,5,https://www.examtopics.com/discussions/google/view/130427-exam-professional-data-engineer-topic-1-question-271/,39,"La réponse correcte est C car elle aborde le problème de l'augmentation inattendue des données en vérifiant d'abord les doublons dans les tables BigQuery concernées, ce qui est une cause fréquente d'augmentation de données. Ensuite, l'utilisation des journaux d'audit BigQuery pour identifier les ID des tâches permet de retracer les opérations effectuées. L'utilisation de Cloud Monitoring pour déterminer quand les tâches Dataflow ont commencé et quelle version du code a été utilisée aide à identifier si plusieurs versions du pipeline sont en cours d'exécution. Enfin, en arrêtant toutes les versions sauf la plus récente, on s'assure qu'il n'y a pas de conflits ou de doublons causés par des pipelines multiples."
193,1,"You have a BigQuery dataset named “customers”. All tables will be tagged by using a Data Catalog tag template named “gdpr”. The template contains one mandatory field, “has_sensitive_data”, with a boolean value. All employees must be able to do a simple search and find tables in the dataset that have either true or false in the “has_sensitive_data’ field. However, only the Human Resources (HR) group should be able to see the data inside the tables for which “has_sensitive data” is true. You give the all employees group the bigquery.metadataViewer and bigquery.connectionUser roles on the dataset. You want to minimize configuration overhead. What should you do next?",Create the “gdpr” tag template with private visibility. Assign the bigquery.dataViewer role to the HR group on the tables that contain sensitive data.,"Create the “gdpr” tag template with private visibility. Assign the datacatalog.tagTemplateViewer role on this tag to the all employees group, and assign the bigquery.dataViewer role to the HR group on the tables that contain sensitive data.",Create the “gdpr” tag template with public visibility. Assign the bigquery.dataViewer role to the HR group on the tables that contain sensitive data.,"Create the “gdpr” tag template with public visibility. Assign the datacatalog.tagTemplateViewer role on this tag to the all employees group, and assign the bigquery.dataViewer role to the HR group on the tables that contain sensitive data.",,,C,single,4,8,https://www.examtopics.com/discussions/google/view/130221-exam-professional-data-engineer-topic-1-question-272/,39,"La réponse correcte est C. Créer le modèle de tag ""gdpr"" avec une visibilité publique permet à tous les employés de rechercher et de voir les valeurs du champ ""has_sensitive_data"" sans restrictions supplémentaires. Cela répond à l'exigence selon laquelle tous les employés doivent pouvoir effectuer une recherche simple sur les tables du dataset. En attribuant le rôle bigquery.dataViewer uniquement au groupe des ressources humaines (HR) sur les tables contenant des données sensibles, vous limitez l'accès aux données réelles à ce groupe spécifique, respectant ainsi la politique de sécurité. Les autres options (A, B, D) impliquent une visibilité privée ou des rôles supplémentaires qui ne sont pas nécessaires pour répondre aux exigences tout en minimisant la configuration."
194,1,You are creating the CI/CD cycle for the code of the directed acyclic graphs (DAGs) running in Cloud Composer. Your team has two Cloud Composer instances: one instance for development and another instance for production. Your team is using a Git repository to maintain and develop the code of the DAGs. You want to deploy the DAGs automatically to Cloud Composer when a certain tag is pushed to the Git repository. What should you do?,"1. Use Cloud Build to copy the code of the DAG to the Cloud Storage bucket of the development instance for DAG testing.
2. If the tests pass, use Cloud Build to copy the code to the bucket of the production instance.","1. Use Cloud Build to build a container with the code of the DAG and the KubernetesPodOperator to deploy the code to the Google Kubernetes Engine (GKE) cluster of the development instance for testing.
2. If the tests pass, use the KubernetesPodOperator to deploy the container to the GKE cluster of the production instance.","1. Use Cloud Build to build a container and the KubernetesPodOperator to deploy the code of the DAG to the Google Kubernetes Engine (GKE) cluster of the development instance for testing.
2. If the tests pass, copy the code to the Cloud Storage bucket of the production instance.","1. Use Cloud Build to copy the code of the DAG to the Cloud Storage bucket of the development instance for DAG testing.
2. If the tests pass, use Cloud Build to build a container with the code of the DAG and the KubernetesPodOperator to deploy the container to the Google Kubernetes Engine (GKE) cluster of the production instance.",,,A,single,4,7,https://www.examtopics.com/discussions/google/view/130514-exam-professional-data-engineer-topic-1-question-273/,39,"La réponse correcte est A car elle utilise Cloud Build pour automatiser le déploiement des DAGs dans Cloud Composer en copiant le code directement dans le bucket Cloud Storage associé à chaque instance de Cloud Composer. Cette approche est appropriée car Cloud Composer utilise Cloud Storage pour stocker et gérer les DAGs. En testant d'abord sur l'instance de développement et en passant ensuite à l'instance de production après validation, on assure un flux de travail CI/CD efficace et sécurisé. Les autres options (B, C, D) impliquent l'utilisation de Google Kubernetes Engine (GKE) et de KubernetesPodOperator, ce qui n'est pas nécessaire pour déployer des DAGs dans Cloud Composer, rendant ces choix inappropriés pour ce cas d'utilisation."
195,1,You have a BigQuery table that ingests data directly from a Pub/Sub subscription. The ingested data is encrypted with a Google-managed encryption key. You need to meet a new organization policy that requires you to use keys from a centralized Cloud Key Management Service (Cloud KMS) project to encrypt data at rest. What should you do?,Use Cloud KMS encryption key with Dataflow to ingest the existing Pub/Sub subscription to the existing BigQuery table.,"Create a new BigQuery table by using customer-managed encryption keys (CMEK), and migrate the data from the old BigQuery table.",Create a new Pub/Sub topic with CMEK and use the existing BigQuery table by using Google-managed encryption key.,"Create a new BigQuery table and Pub/Sub topic by using customer-managed encryption keys (CMEK), and migrate the data from the old BigQuery table.",,,B,single,4,21,https://www.examtopics.com/discussions/google/view/130515-exam-professional-data-engineer-topic-1-question-274/,39,"La réponse correcte est B. Pour se conformer à la nouvelle politique organisationnelle qui exige l'utilisation de clés de chiffrement gérées par le client (CMEK) à partir d'un projet centralisé Cloud KMS, vous devez créer une nouvelle table BigQuery en utilisant ces clés. Ensuite, vous migrez les données de l'ancienne table BigQuery vers la nouvelle. L'option A n'est pas correcte car elle n'implique pas la création d'une nouvelle table avec CMEK. L'option C n'est pas correcte car elle continue d'utiliser la clé de chiffrement gérée par Google pour BigQuery. L'option D est incorrecte car elle nécessite également la création d'un nouveau sujet Pub/Sub, ce qui n'est pas nécessaire pour répondre à la politique de chiffrement des données au repos."
196,1,You created an analytics environment on Google Cloud so that your data scientist team can explore data without impacting the on-premises Apache Hadoop solution. The data in the on-premises Hadoop Distributed File System (HDFS) cluster is in Optimized Row Columnar (ORC) formatted files with multiple columns of Hive partitioning. The data scientist team needs to be able to explore the data in a similar way as they used the on-premises HDFS cluster with SQL on the Hive query engine. You need to choose the most cost-effective storage and processing solution. What should you do?,Import the ORC files to Bigtable tables for the data scientist team.,Import the ORC files to BigQuery tables for the data scientist team.,"Copy the ORC files on Cloud Storage, then deploy a Dataproc cluster for the data scientist team.","Copy the ORC files on Cloud Storage, then create external BigQuery tables for the data scientist team.",,,D,single,4,10,https://www.examtopics.com/discussions/google/view/130517-exam-professional-data-engineer-topic-1-question-275/,40,"La réponse correcte est D. Copier les fichiers ORC sur Cloud Storage, puis créer des tables externes BigQuery pour l'équipe de data scientists. Cette solution est la plus rentable car elle évite de dupliquer les données en les important dans BigQuery, tout en permettant aux data scientists d'interroger les données directement depuis Cloud Storage avec SQL, similaire à l'utilisation de Hive. Contrairement à l'option A, Bigtable n'est pas conçu pour les requêtes SQL et les analyses ad hoc. L'option C, qui implique l'utilisation de Dataproc, pourrait entraîner des coûts supplémentaires liés à l'exécution et à la gestion du cluster."
